Filename	Strain	Pyruvate_conc	Rep	Light_level	Day	Peak_Integral
200906_NIES843_P2_500C	843	1	2	330	4	4800018.625
200906_NIES843_P3_0A	843	1	3	330	4	400013.3917
200906_NIES843_P3_0B	843	1	3	330	4	382496.725
200906_NIES843_P3_0C	843	1	3	330	4	376951.6917
200906_NIES843_P3_500A	843	1	3	330	4	4846399.833
200906_NIES843_P3_500B	843	1	3	330	4	4368483.208
200906_NIES843_P3_500C	843	1	3	330	4	4028478.417
200906_deltamcyB_C1_0A	7806 mcyB knockout	0	1	330	4	3569355.833
200906_deltamcyB_C1_0B	7806 mcyB knockout	0	1	330	4	6034122.75
200906_deltamcyB_C1_0C	7806 mcyB knockout	0	1	330	4	6237721.833
200906_deltamcyB_C1_0D	7806 mcyB knockout	0	1	330	4	6292990.083
200906_deltamcyB_C1_500A	7806 mcyB knockout	0	1	330	4	16003246.25
200906_deltamcyB_C1_500B	7806 mcyB knockout	0	1	330	4	15862930.33
200906_deltamcyB_C1_500C	7806 mcyB knockout	0	1	330	4	15707023.54
200906_deltamcyB_C1_750A	7806 mcyB knockout	0	1	330	4	18476681.71
200906_deltamcyB_C1_750B	7806 mcyB knockout	0	1	330	4	18303993.17
200906_deltamcyB_C1_750C	7806 mcyB knockout	0	1	330	4	18250564.29
200906_deltamcyB_C2_0A	7806 mcyB knockout	0	2	330	4	6379542.458
200906_deltamcyB_C2_0B	7806 mcyB knockout	0	2	330	4	6246316.75
200906_deltamcyB_C2_0C	7806 mcyB knockout	0	2	330	4	6237256.667
200906_deltamcyB_C2_500A	7806 mcyB knockout	0	2	330	4	17159063.79
200906_deltamcyB_C2_500B	7806 mcyB knockout	0	2	330	4	15515202.54
200906_deltamcyB_C2_500C	7806 mcyB knockout	0	2	330	4	15442936.17
200906_deltamcyB_C2_750A	7806 mcyB knockout	0	2	330	4	18332498.83
200906_deltamcyB_C2_750B	7806 mcyB knockout	0	2	330	4	18251202.33
200906_deltamcyB_C2_750C	7806 mcyB knockout	0	2	330	4	18196293.58
200906_deltamcyB_C3_0A	7806 mcyB knockout	0	3	330	4	5877009.5
200906_deltamcyB_C3_0B	7806 mcyB knockout	0	3	330	4	6089890.875
200906_deltamcyB_C3_0C	7806 mcyB knockout	0	3	330	4	5821456.167
200906_deltamcyB_C3_500A	7806 mcyB knockout	0	3	330	4	14900161.46
200906_deltamcyB_C3_500B	7806 mcyB knockout	0	3	330	4	14820518.83
200906_deltamcyB_C3_500C	7806 mcyB knockout	0	3	330	4	14735383.54
200906_deltamcyB_C3_750A	7806 mcyB knockout	0	3	330	4	17679885.54
200906_deltamcyB_C3_750B	7806 mcyB knockout	0	3	330	4	17581465.83
200906_deltamcyB_C3_750C	7806 mcyB knockout	0	3	330	4	17459423.88
200906_deltamcyB_P1_0A	7806 mcyB knockout	1	1	330	4	674738.95
200906_deltamcyB_P1_0B	7806 mcyB knockout	1	1	330	4	581336.3667
200906_deltamcyB_P1_0C	7806 mcyB knockout	1	1	330	4	598420.7583
200906_deltamcyB_P1_500A	7806 mcyB knockout	1	1	330	4	6058941.958
200906_deltamcyB_P1_500B	7806 mcyB knockout	1	1	330	4	5585202.708
200906_deltamcyB_P1_500C	7806 mcyB knockout	1	1	330	4	5176890.958
200906_deltamcyB_P2_0A	7806 mcyB knockout	1	1	330	4	573395.1083
200906_deltamcyB_P2_0B	7806 mcyB knockout	1	2	330	4	571824.9833
200906_deltamcyB_P2_0C	7806 mcyB knockout	1	2	330	4	566614.0583
200906_deltamcyB_P2_500A	7806 mcyB knockout	1	2	330	4	5985451.375
200906_deltamcyB_P2_500B	7806 mcyB knockout	1	2	330	4	5275492.75
200906_deltamcyB_P2_500C	7806 mcyB knockout	1	2	330	4	4743117.042
200906_deltamcyB_P3_0A	7806 mcyB knockout	1	3	330	4	573747.5833
200906_deltamcyB_P3_0B	7806 mcyB knockout	1	3	330	4	555877.1583
200906_deltamcyB_P3_0C	7806 mcyB knockout	1	3	330	4	548495.45
200906_deltamcyB_P3_500A	7806 mcyB knockout	1	3	330	4	5748323.167
200906_deltamcyB_P3_500B	7806 mcyB knockout	1	3	330	4	5284395.292
200906_deltamcyB_P3_500C	7806 mcyB knockout	1	3	330	4	4898756.875
200908_7005_C1_0A	7005	0	1	330	6	1893421.725
200908_7005_C1_0B	7005	0	1	330	6	1857388.125
200908_7005_C1_0C	7005	0	1	330	6	1869078.7
200908_7005_C1_500A	7005	0	1	330	6	9313612.125
200908_7005_C1_500B	7005	0	1	330	6	9247033.917
200908_7005_C1_500C	7005	0	1	330	6	9123211.125
200908_7005_C1_750A	7005	0	1	330	6	12132709.17
200908_7005_C1_750B	7005	0	1	330	6	11907607.33
200908_7005_C1_750C	7005	0	1	330	6	11856673.67
200908_7005_C2_0A	7005	0	2	330	6	1788670.475
200908_7005_C2_0B	7005	0	2	330	6	1723029.15
200908_7005_C2_0C	7005	0	2	330	6	1740332.525
200908_7005_C2_500A	7005	0	2	330	6	8962965
200908_7005_C2_500B	7005	0	2	330	6	8835761.75
200908_7005_C2_500C	7005	0	2	330	6	8776374.042
200908_7005_C2_750A	7005	0	2	330	6	11224142.92
200908_7005_C2_750B	7005	0	2	330	6	11129605.17
200908_7005_C2_750C	7005	0	2	330	6	11076481.33
200908_7005_C3_0A	7005	0	3	330	6	1440446.35
200908_7005_C3_0B	7005	0	3	330	6	1385470.2
200908_7005_C3_0C	7005	0	3	330	6	1390197.675
200908_7005_C3_500A	7005	0	3	330	6	8109555.708
200908_7005_C3_500B	7005	0	3	330	6	7985336.5
200908_7005_C3_500C	7005	0	3	330	6	7929538.208
200908_7005_C3_750A	7005	0	3	330	6	11348887.42
200908_7005_C3_750B	7005	0	3	330	6	11204696.04
200908_7005_C3_750C	7005	0	3	330	6	11104908.42
200908_7005_P1_0A	7005	1	1	330	6	403756.1417
200908_7005_P1_0B	7005	1	1	330	6	406940.55
200908_7005_P1_0C	7005	1	1	330	6	404713.5667
200908_7005_P1_500A	7005	1	1	330	6	3835322.417
200908_7005_P1_500B	7005	1	1	330	6	3525501.458
200908_7005_P1_500C	7005	1	1	330	6	3268414.333
200908_7005_P2_0A	7005	1	2	330	6	464931.1667
200908_7005_P2_0B	7005	1	2	330	6	453353.1583
200908_7005_P2_0C	7005	1	2	330	6	456251.075
200908_7005_P2_500A	7005	1	2	330	6	4197203.083
200908_7005_P2_500B	7005	1	2	330	6	3862749.5
200908_7005_P2_500C	7005	1	2	330	6	3577680.667
200908_7005_P3_0A	7005	1	3	330	6	560746.1667
200908_7005_P3_0B	7005	1	3	330	6	553697.4667
200908_7005_P3_0C	7005	1	3	330	6	554714.4833
200908_7005_P3_500A	7005	1	3	330	6	4750483.5
200908_7005_P3_500B	7005	1	3	330	6	4367202.542
200908_7005_P3_500C	7005	1	3	330	6	4054415.292
200908_7941_C1_0A	7941	0	1	330	6	2620055.542
200908_7941_C1_0B	7941	0	1	330	6	2604320.792
200908_7941_C1_0C	7941	0	1	330	6	2601121.583
200908_7941_C1_500A	7941	0	1	330	6	10122768.08
200908_7941_C1_500B	7941	0	1	330	6	10080435.13
200908_7941_C1_500C	7941	0	1	330	6	10106038.38
200908_7941_C1_750A	7941	0	1	330	6	13076691.71
200908_7941_C1_750B	7941	0	1	330	6	12829960.67
200908_7941_C1_750C	7941	0	1	330	6	12763011.04
200908_7941_C2_0A	7941	0	2	330	6	2825597.333
200908_7941_C2_0B	7941	0	2	330	6	2748046.875
200908_7941_C2_0C	7941	0	2	330	6	2808576.208
200908_7941_C2_500A	7941	0	2	330	6	10156943.79
200908_7941_C2_500B	7941	0	2	330	6	10036097.63
200908_7941_C2_500C	7941	0	2	330	6	9973506.917
200908_7941_C2_750A	7941	0	2	330	6	12684302.96
200908_7941_C2_750B	7941	0	2	330	6	12668712.04
200908_7941_C2_750C	7941	0	2	330	6	12462489.04
200908_7941_C3_0A	7941	0	3	330	6	1604555.15
200908_7941_C3_0B	7941	0	3	330	6	1550255.575
200908_7941_C3_0C	7941	0	3	330	6	1549368.975
200908_7941_C3_500A	7941	0	3	330	6	8989537.333
200908_7941_C3_500B	7941	0	3	330	6	8900407.375
200908_7941_C3_500C	7941	0	3	330	6	8804290.292
200908_7941_C3_750A	7941	0	3	330	6	12087444.54
200908_7941_C3_750B	7941	0	3	330	6	12029821.08
200908_7941_C3_750C	7941	0	3	330	6	11813029.88
200908_7941_P1_0A	7941	1	1	330	6	516384.9417
200908_7941_P1_0B	7941	1	1	330	6	457115.7667
200908_7941_P1_0C	7941	1	1	330	6	460700.9167
200908_7941_P1_500A	7941	1	1	330	6	4012684.458
200908_7941_P1_500B	7941	1	1	330	6	3646352.708
200908_7941_P1_500C	7941	1	1	330	6	3318982.417
200908_7941_P2_0A	7941	1	2	330	6	575469.125
200908_7941_P2_0B	7941	1	2	330	6	527050.1667
200908_7941_P2_0C	7941	1	2	330	6	530839.1667
200908_7941_P2_500A	7941	1	2	330	6	4253331.625
200908_7941_P2_500B	7941	1	2	330	6	3866169.542
200908_7941_P2_500C	7941	1	2	330	6	3523180.417
200908_7941_P3_0A	7941	1	3	330	6	556165.175
200908_7941_P3_0B	7941	1	3	330	6	543813.3167
200908_7941_P3_0C	7941	1	3	330	6	546287.5667
200908_7941_P3_500A	7941	1	3	330	6	4265728.208
200908_7941_P3_500B	7941	1	3	330	6	3838973.708
200908_7941_P3_500C	7941	1	3	330	6	3473892.333
200908_843_C1_0A	843	0	1	330	6	2117994.583
200908_843_C1_0B	843	0	1	330	6	2088072.708
200908_843_C1_0C	843	0	1	330	6	2089848.208
200908_843_C1_500A	843	0	1	330	6	9438703.417
200908_843_C1_500B	843	0	1	330	6	9325980.75
200908_843_C1_500C	843	0	1	330	6	9220930.708
200908_843_C1_750A	843	0	1	330	6	11502664.5
200908_843_C1_750B	843	0	1	330	6	11290383.04
200908_843_C1_750C	843	0	1	330	6	11283167
200908_843_C2_0A	843	0	2	330	6	2249005.083
200908_843_C2_0B	843	0	2	330	6	2190677.25
200908_843_C2_0C	843	0	2	330	6	2192615.792
200908_843_C2_500A	843	0	2	330	6	9225415.875
200908_843_C2_500B	843	0	2	330	6	9097169.75
200908_843_C2_500C	843	0	2	330	6	9069567.167
200908_843_C2_750A	843	0	2	330	6	11848336.21
200908_843_C2_750B	843	0	2	330	6	11657484.17
200908_843_C2_750C	843	0	2	330	6	12638014.87
200908_843_C3_0A	843	0	3	330	6	2424381.208
200908_843_C3_0B	843	0	3	330	6	2356258.25
200908_843_C3_0C	843	0	3	330	6	2354309.125
200908_843_C3_500A	843	0	3	330	6	10108213.75
200908_843_C3_500B	843	0	3	330	6	9994009.625
200908_843_C3_500C	843	0	3	330	6	9957649.083
200908_843_C3_750A	843	0	3	330	6	13355849.13
200908_843_C3_750B	843	0	3	330	6	13083074.21
200908_843_C3_750C	843	0	3	330	6	13041046.67
200908_843_P1_0A	843	1	1	330	6	498622.45
200908_843_P1_0B	843	1	1	330	6	465662.95
200908_843_P1_0C	843	1	1	330	6	457492.1917
200908_843_P1_500A	843	1	1	330	6	4658368.208
200908_843_P1_500B	843	1	1	330	6	4251410.75
200908_843_P1_500C	843	1	1	330	6	3897314.833
200908_843_P2_0A	843	1	2	330	6	470612.4417
200908_843_P2_0B	843	1	2	330	6	464314.4417
200908_843_P2_0C	843	1	2	330	6	460405.2
200908_843_P2_500A	843	1	2	330	6	5387744.542
200908_843_P2_500B	843	1	2	330	6	4912332.167
200908_843_P2_500C	843	1	2	330	6	4517351.85
200908_843_P3_0A	843	1	3	330	6	419827.775
200908_843_P3_0B	843	1	3	330	6	409540.7333
200908_843_P3_0C	843	1	3	330	6	408058.475
200908_843_P3_500A	843	1	3	330	6	4282685.667
200908_843_P3_500B	843	1	3	330	6	3895027.5
200908_843_P3_500C	843	1	3	330	6	3555677.5
200908_9701_C1_0A	9701	0	1	330	6	2524287.25
200908_9701_C1_0B	9701	0	1	330	6	2543537.75
200908_9701_C1_0C	9701	0	1	330	6	2500693.625
200908_9701_C1_500A	9701	0	1	330	6	9905787.167
200908_9701_C1_500B	9701	0	1	330	6	9720332.583
200908_9701_C1_500C	9701	0	1	330	6	9662547.292
200908_9701_C1_750A	9701	0	1	330	6	13069528.63
200908_9701_C1_750B	9701	0	1	330	6	12919961.96
200908_9701_C1_750C	9701	0	1	330	6	12837117.13
200908_9701_C2_0A	9701	0	2	330	6	2177221.275
200908_9701_C2_0B	9701	0	2	330	6	2103939.042
200908_9701_C2_0C	9701	0	2	330	6	2119127.225
200908_9701_C2_500A	9701	0	2	330	6	9468589.333
200908_9701_C2_500B	9701	0	2	330	6	9372688.708
200908_9701_C2_500C	9701	0	2	330	6	9331144
200908_9701_C2_750A	9701	0	2	330	6	13076573.59
200908_9701_C2_750B	9701	0	2	330	6	12960621.5
200908_9701_C2_750C	9701	0	2	330	6	12895087.88
200908_9701_C3_0A	9701	0	3	330	6	2008152.75
200908_9701_C3_0B	9701	0	3	330	6	1941860.917
200908_9701_C3_0C	9701	0	3	330	6	1940496.5
200908_9701_C3_500A	9701	0	3	330	6	9278661.292
200908_9701_C3_500B	9701	0	3	330	6	9124913.708
200908_9701_C3_500C	9701	0	3	330	6	9160182.5
200908_9701_C3_750A	9701	0	3	330	6	12399129.46
200908_9701_C3_750B	9701	0	3	330	6	12121482.63
200908_9701_C3_750C	9701	0	3	330	6	12155013.08
200908_9701_P1_0A	9701	1	1	330	6	489385.9
200908_9701_P1_0B	9701	1	1	330	6	471707.375
200908_9701_P1_0C	9701	1	1	330	6	469644.8583
200908_9701_P1_500A	9701	1	1	330	6	5125449.5
200908_9701_P1_500B	9701	1	1	330	6	4661292.917
200908_9701_P1_500C	9701	1	1	330	6	4214889
200908_9701_P2_0A	9701	1	2	330	6	493879.825
200908_9701_P2_0B	9701	1	2	330	6	484294.9083
200908_9701_P2_0C	9701	1	2	330	6	491000.75
200908_9701_P2_500A	9701	1	2	330	6	4769554.792
200908_9701_P2_500B	9701	1	2	330	6	4342453.292
200908_9701_P2_500C	9701	1	2	330	6	3995996.917
200908_9701_P3_0A	9701	1	3	330	6	435199.225
200908_9701_P3_0B	9701	1	3	330	6	431346.85
200908_9701_P3_0C	9701	1	3	330	6	433880.7833
200908_9701_P3_500A	9701	1	3	330	6	4570099.208
200908_9701_P3_500B	9701	1	3	330	6	4143682.583
200908_9701_P3_500C	9701	1	3	330	6	3807712.875
200908_deltamcyB_C1_0A	7806 mcyB knockout	0	1	330	6	2467730.525
200908_deltamcyB_C1_0B	7806 mcyB knockout	0	1	330	6	5064722.333
200908_deltamcyB_C1_0C	7806 mcyB knockout	0	1	330	6	5373337.625
200908_deltamcyB_C1_0D	7806 mcyB knockout	0	1	330	6	5304083.667
200908_deltamcyB_C1_500A	7806 mcyB knockout	0	1	330	6	12258417.88
200908_deltamcyB_C1_500B	7806 mcyB knockout	0	1	330	6	12066746.29
200908_deltamcyB_C1_750A	7806 mcyB knockout	0	1	330	6	15687853.65
200908_deltamcyB_C1_750B	7806 mcyB knockout	0	1	330	6	15437679.2
200908_deltamcyB_C1_750C	7806 mcyB knockout	0	1	330	6	15301215.01
200908_deltamcyB_C2_0A	7806 mcyB knockout	0	2	330	6	5488708
200908_deltamcyB_C2_0B	7806 mcyB knockout	0	2	330	6	5398386.917
200908_deltamcyB_C2_0C	7806 mcyB knockout	0	2	330	6	5427652.75
200908_deltamcyB_C2_500A	7806 mcyB knockout	0	2	330	6	12250138.92
200908_deltamcyB_C2_500B	7806 mcyB knockout	0	2	330	6	12268832.75
200908_deltamcyB_C2_500C	7806 mcyB knockout	0	2	330	6	12085911.29
200908_deltamcyB_C2_750A	7806 mcyB knockout	0	2	330	6	15749245.71
200908_deltamcyB_C2_750B	7806 mcyB knockout	0	2	330	6	15559963.17
200908_deltamcyB_C2_750C	7806 mcyB knockout	0	2	330	6	15458716.83
200908_deltamcyB_C3_0A	7806 mcyB knockout	0	3	330	6	5128964.958
200908_deltamcyB_C3_0B	7806 mcyB knockout	0	3	330	6	5091052.667
200908_deltamcyB_C3_0C	7806 mcyB knockout	0	3	330	6	5083323.792
200908_deltamcyB_C3_500A	7806 mcyB knockout	0	3	330	6	12058954.88
200908_deltamcyB_C3_500B	7806 mcyB knockout	0	3	330	6	11924197.54
200908_deltamcyB_C3_500C	7806 mcyB knockout	0	3	330	6	11956861.12
200908_deltamcyB_C3_750A	7806 mcyB knockout	0	3	330	6	15362992.38
200908_deltamcyB_C3_750B	7806 mcyB knockout	0	3	330	6	15115851.37
200908_deltamcyB_C3_750C	7806 mcyB knockout	0	3	330	6	15058585.63
200908_deltamcyB_P1_0A	7806 mcyB knockout	1	1	330	6	542598.6083
200908_deltamcyB_P1_0B	7806 mcyB knockout	1	1	330	6	517744.5583
200908_deltamcyB_P1_0C	7806 mcyB knockout	1	1	330	6	519636.175
200908_deltamcyB_P1_500A	7806 mcyB knockout	1	1	330	6	4940216.417
200908_deltamcyB_P1_500B	7806 mcyB knockout	1	1	330	6	4535930.542
200908_deltamcyB_P1_500C	7806 mcyB knockout	1	1	330	6	4182725.833
200908_deltamcyB_P2_0A	7806 mcyB knockout	1	2	330	6	497021.475
200908_deltamcyB_P2_0B	7806 mcyB knockout	1	2	330	6	479644
200908_deltamcyB_P2_0C	7806 mcyB knockout	1	2	330	6	477905.3583
200908_deltamcyB_P2_500A	7806 mcyB knockout	1	2	330	6	5415124.75
200908_deltamcyB_P2_500B	7806 mcyB knockout	1	2	330	6	4880977.708
200908_deltamcyB_P2_500C	7806 mcyB knockout	1	2	330	6	4209724.217
200908_deltamcyB_P3_0A	7806 mcyB knockout	1	3	330	6	575953.0583
200908_deltamcyB_P3_0B	7806 mcyB knockout	1	3	330	6	559659.4167
200908_deltamcyB_P3_0C	7806 mcyB knockout	1	3	330	6	559641.3833
200908_deltamcyB_P3_500A	7806 mcyB knockout	1	3	330	6	4454532.25
200908_deltamcyB_P3_500B	7806 mcyB knockout	1	3	330	6	4113265.15
200908_deltamcyB_P3_500C	7806 mcyB knockout	1	3	330	6	4222103.958
200910_7005_C1_0A	7005	0	1	330	8	2202839.55
200910_7005_C1_0B	7005	0	1	330	8	2161843.2
200910_7005_C1_0C	7005	0	1	330	8	2149664.275
200910_7005_C1_500A	7005	0	1	330	8	10943896.42
200910_7005_C1_500B	7005	0	1	330	8	10660391.25
200910_7005_C1_500C	7005	0	1	330	8	10597947.33
200910_7005_C1_750A	7005	0	1	330	8	12923236.46
200910_7005_C1_750B	7005	0	1	330	8	12789921.08
200910_7005_C1_750C	7005	0	1	330	8	13416112.21
200910_7005_C1_750D	7005	0	1	330	8	13178992.17
200910_7005_C2_0A	7005	0	2	330	8	2143074.475
200910_7005_C2_0B	7005	0	2	330	8	2111240.15
200910_7005_C2_0C	7005	0	2	330	8	2105022.6
200910_7005_C2_500A	7005	0	2	330	8	10366292.67
200910_7005_C2_500B	7005	0	2	330	8	10245568.04
200910_7005_C2_500C	7005	0	2	330	8	10197193.21
200910_7005_C2_750A	7005	0	2	330	8	12742637.88
200910_7005_C2_750B	7005	0	2	330	8	12533319.58
200910_7005_C2_750C	7005	0	2	330	8	12513620.67
200910_7005_C3_0A	7005	0	3	330	8	3593209.525
200910_7005_C3_0B	7005	0	3	330	8	3447312.475
200910_7005_C3_0C	7005	0	3	330	8	3529636.525
200910_7005_C3_500A	7005	0	3	330	8	12773571.63
200910_7005_C3_500B	7005	0	3	330	8	12598991.13
200910_7005_C3_500C	7005	0	3	330	8	12547696.71
200910_7005_C3_750A	7005	0	3	330	8	15390956.75
200910_7005_C3_750B	7005	0	3	330	8	15213759.04
200910_7005_C3_750C	7005	0	3	330	8	15175164.75
200910_7005_P1_0A	7005	1	1	330	8	523395.9417
200910_7005_P1_0B	7005	1	1	330	8	482378.7
200910_7005_P1_0C	7005	1	1	330	8	483128.6333
200910_7005_P1_500A	7005	1	1	330	8	5009950.275
200910_7005_P1_500B	7005	1	1	330	8	4532857.175
200910_7005_P1_500C	7005	1	1	330	8	4131239.25
200910_7005_P2_0A	7005	1	2	330	8	526015.95
200910_7005_P2_0B	7005	1	2	330	8	507189.1917
200910_7005_P2_0C	7005	1	2	330	8	509637.35
200910_7005_P2_500A	7005	1	2	330	8	5153240.95
200910_7005_P2_500B	7005	1	2	330	8	4642779.7
200910_7005_P2_500C	7005	1	2	330	8	4237786.3
200910_7005_P3_0A	7005	1	3	330	8	679966.5833
200910_7005_P3_0B	7005	1	3	330	8	661086.825
200910_7005_P3_0C	7005	1	3	330	8	638410.5583
200910_7005_P3_500A	7005	1	3	330	8	5742047.075
200910_7005_P3_500B	7005	1	3	330	8	5276911.925
200910_7005_P3_500C	7005	1	3	330	8	4892906.975
200910_7941_C1_0A	7941	0	1	330	8	2960291.425
200910_7941_C1_0B	7941	0	1	330	8	2914522.667
200910_7941_C1_0C	7941	0	1	330	8	2915422.125
200910_7941_C1_500A	7941	0	1	330	8	11448615.25
200910_7941_C1_500B	7941	0	1	330	8	11389359.46
200910_7941_C1_500C	7941	0	1	330	8	11377771.46
200910_7941_C1_750A	7941	0	1	330	8	14026625.29
200910_7941_C1_750B	7941	0	1	330	8	14019547.25
200910_7941_C1_750C	7941	0	1	330	8	13791792.92
200910_7941_C2_0A	7941	0	2	330	8	3150301
200910_7941_C2_0B	7941	0	2	330	8	3071548.542
200910_7941_C2_0C	7941	0	2	330	8	3078521.792
200910_7941_C2_500A	7941	0	2	330	8	11423374.46
200910_7941_C2_500B	7941	0	2	330	8	11384680.38
200910_7941_C2_500C	7941	0	2	330	8	11357859.21
200910_7941_C2_750A	7941	0	2	330	8	14195888.58
200910_7941_C2_750B	7941	0	2	330	8	13998957.54
200910_7941_C2_750C	7941	0	2	330	8	14020729.75
200910_7941_C3_0A	7941	0	3	330	8	3450120.542
200910_7941_C3_0B	7941	0	3	330	8	3381246.083
200910_7941_C3_0C	7941	0	3	330	8	3356742.5
200910_7941_C3_500A	7941	0	3	330	8	12107628.75
200910_7941_C3_500B	7941	0	3	330	8	12006596.88
200910_7941_C3_500C	7941	0	3	330	8	11952327.25
200910_7941_C3_750A	7941	0	3	330	8	14857136.71
200910_7941_C3_750B	7941	0	3	330	8	14750317.71
200910_7941_C3_750C	7941	0	3	330	8	14757692.88
200910_7941_P1_0A	7941	1	1	330	8	191801.5917
200910_7941_P1_0B	7941	1	1	330	8	122202.4917
200910_7941_P1_0C	7941	1	1	330	8	122695.8333
200910_7941_P1_500A	7941	1	1	330	8	5139120.625
200910_7941_P1_500B	7941	1	1	330	8	4644327.667
200910_7941_P1_500C	7941	1	1	330	8	4249122.417
200910_7941_P2_0A	7941	1	2	330	8	148460.1083
200910_7941_P2_0B	7941	1	2	330	8	124196.6583
200910_7941_P2_0C	7941	1	2	330	8	120730.5167
200910_7941_P2_500A	7941	1	2	330	8	4940153.5
200910_7941_P2_500B	7941	1	2	330	8	4482454.208
200910_7941_P2_500C	7941	1	2	330	8	4088622.083
200910_7941_P3_0A	7941	1	3	330	8	123419.15
200910_7941_P3_0B	7941	1	3	330	8	100948.7083
200910_7941_P3_0C	7941	1	3	330	8	102967.6417
200910_7941_P3_500A	7941	1	3	330	8	5149677.425
200910_7941_P3_500B	7941	1	3	330	8	4704386.958
200910_7941_P3_500C	7941	1	3	330	8	4271405.125
200910_843_C1_0A	843	0	1	330	8	3281572.225
200910_843_C1_0B	843	0	1	330	8	3065279.35
200910_843_C1_0C	843	0	1	330	8	3083554.075
200910_843_C1_500A	843	0	1	330	8	13039619.63
200910_843_C1_500B	843	0	1	330	8	13044418.25
200910_843_C1_500C	843	0	1	330	8	12819668.58
200910_843_C1_750A	843	0	1	330	8	16116924.63
200910_843_C1_750B	843	0	1	330	8	15977683.29
200910_843_C1_750C	843	0	1	330	8	16094971.83
200910_843_C2_0A	843	0	2	330	8	3365933
200910_843_C2_0B	843	0	2	330	8	3304017.075
200910_843_C2_0C	843	0	2	330	8	3352755
200910_843_C2_500A	843	0	2	330	8	13731504.46
200910_843_C2_500B	843	0	2	330	8	13639087.58
200910_843_C2_500C	843	0	2	330	8	13551623.42
200910_843_C2_750A	843	0	2	330	8	16995109.04
200910_843_C2_750B	843	0	2	330	8	16919304.38
200910_843_C2_750C	843	0	2	330	8	16896297.33
200910_843_C3_0A	843	0	3	330	8	2935823.15
200910_843_C3_0B	843	0	3	330	8	2916660.792
200910_843_C3_0C	843	0	3	330	8	2916740.575
200910_843_C3_500A	843	0	3	330	8	13240897.79
200910_843_C3_500B	843	0	3	330	8	13404407.46
200910_843_C3_500C	843	0	3	330	8	13207931.79
200910_843_C3_750A	843	0	3	330	8	16298734.54
200910_843_C3_750B	843	0	3	330	8	16125414.58
200910_843_C3_750C	843	0	3	330	8	16180927
200910_843_P1_0A	843	1	1	330	8	341412.5917
200910_843_P1_0B	843	1	1	330	8	270793.4833
200910_843_P1_0C	843	1	1	330	8	277318.025
200910_843_P1_500A	843	1	1	330	8	5705626
200910_843_P1_500B	843	1	1	330	8	5121337.042
200910_843_P1_500C	843	1	1	330	8	4715840.792
200910_843_P2_0A	843	1	2	330	8	296921.6583
200910_843_P2_0B	843	1	2	330	8	297060.8083
200910_843_P2_0C	843	1	2	330	8	295124.5167
200910_843_P2_500A	843	1	2	330	8	3829877.2
200910_843_P2_500B	843	1	2	330	8	3471836.325
200910_843_P2_500C	843	1	2	330	8	3182701.975
200910_843_P3_0A	843	1	3	330	8	288228.0583
200910_843_P3_0B	843	1	3	330	8	268054.8667
200910_843_P3_0C	843	1	3	330	8	264548.725
200910_843_P3_500A	843	1	3	330	8	4704080.65
200910_843_P3_500B	843	1	3	330	8	4245708.65
200910_843_P3_500C	843	1	3	330	8	3842632.3
200910_9701_C1_0A	9701	0	1	330	8	2927751.55
200910_9701_C1_0B	9701	0	1	330	8	2903199.05
200910_9701_C1_0C	9701	0	1	330	8	2901268.775
200910_9701_C1_500A	9701	0	1	330	8	11606149.04
200910_9701_C1_500B	9701	0	1	330	8	11324271.96
200910_9701_C1_500C	9701	0	1	330	8	11175373.42
200910_9701_C1_750A	9701	0	1	330	8	14020221.38
200910_9701_C1_750B	9701	0	1	330	8	13881363.58
200910_9701_C1_750C	9701	0	1	330	8	13862790.83
200910_9701_C2_0A	9701	0	2	330	8	2455154.375
200910_9701_C2_0B	9701	0	2	330	8	2415798.675
200910_9701_C2_0C	9701	0	2	330	8	2432301.05
200910_9701_C2_500A	9701	0	2	330	8	10952229.08
200910_9701_C2_500B	9701	0	2	330	8	10868691.58
200910_9701_C2_500C	9701	0	2	330	8	10791407.04
200910_9701_C2_750A	9701	0	2	330	8	13345305.54
200910_9701_C2_750B	9701	0	2	330	8	13283643.17
200910_9701_C2_750C	9701	0	2	330	8	13173425.38
200910_9701_C3_0A	9701	0	3	330	8	2689547.45
200910_9701_C3_0B	9701	0	3	330	8	2515181.75
200910_9701_C3_0C	9701	0	3	330	8	2478479.65
200910_9701_C3_500A	9701	0	3	330	8	10179184.21
200910_9701_C3_500B	9701	0	3	330	8	10023026.96
200910_9701_C3_500C	9701	0	3	330	8	9920788.917
200910_9701_C3_750A	9701	0	3	330	8	14210540
200910_9701_C3_750B	9701	0	3	330	8	13954731.54
200910_9701_C3_750C	9701	0	3	330	8	14099958.29
200910_9701_P1_0A	9701	1	1	330	8	428153.5
200910_9701_P1_0B	9701	1	1	330	8	408752.075
200910_9701_P1_0C	9701	1	1	330	8	409796.4417
200910_9701_P1_500A	9701	1	1	330	8	4860726.075
200910_9701_P1_500B	9701	1	1	330	8	4425818.075
200910_9701_P1_500C	9701	1	1	330	8	4027785.417
200910_9701_P2_0A	9701	1	2	330	8	567345.35
200910_9701_P2_0B	9701	1	2	330	8	570500
200910_9701_P2_0C	9701	1	2	330	8	534554.5083
200910_9701_P2_500A	9701	1	2	330	8	5005751.25
