Filename	Strain	Pyruvate_conc	Rep	Light_level	Day	Peak_Integral
200902_9701_C1_500A	9701	0	1	330	0	22018600.48
200902_9701_C1_500B	9701	0	1	330	0	21870999.72
200902_9701_C1_500C	9701	0	1	330	0	21895155.37
200902_9701_C1_750A	9701	0	1	330	0	25506611.58
200902_9701_C1_750B	9701	0	1	330	0	25454244.06
200902_9701_C1_750C	9701	0	1	330	0	24973164.54
200902_9701_C2_0A	9701	0	2	330	0	14966209.88
200902_9701_C2_0B	9701	0	2	330	0	14857484.13
200902_9701_C2_0C	9701	0	2	330	0	14757760.21
200902_9701_C2_500A	9701	0	2	330	0	20694761.31
200902_9701_C2_500B	9701	0	2	330	0	20456949.76
200902_9701_C2_500C	9701	0	2	330	0	20378255.42
200902_9701_C2_750A	9701	0	2	330	0	30032068.27
200902_9701_C2_750B	9701	0	2	330	0	29460163.72
200902_9701_C2_750C	9701	0	2	330	0	29153289.23
200902_9701_C3_0A	9701	0	3	330	0	18260242.68
200902_9701_C3_0B	9701	0	3	330	0	18110821.62
200902_9701_C3_0C	9701	0	3	330	0	18033903.08
200902_9701_C3_500A	9701	0	3	330	0	25050475.83
200902_9701_C3_500B	9701	0	3	330	0	24809154.04
200902_9701_C3_500C	9701	0	3	330	0	24816619.43
200902_9701_C3_750A	9701	0	3	330	0	29754766.64
200902_9701_C3_750B	9701	0	3	330	0	29301556.47
200902_9701_C3_750C	9701	0	3	330	0	29352309.79
200902_deltamcyB_C1_0A	7806 mcyB knockout	0	1	330	0	8029447.958
200902_deltamcyB_C1_0B	7806 mcyB knockout	0	1	330	0	19285442.26
200902_deltamcyB_C1_0C	7806 mcyB knockout	0	1	330	0	20232932.75
200902_deltamcyB_C1_0D	7806 mcyB knockout	0	1	330	0	20277436.33
200902_deltamcyB_C1_500A	7806 mcyB knockout	0	1	330	0	27431853.96
200902_deltamcyB_C1_500B	7806 mcyB knockout	0	1	330	0	27055037.52
200902_deltamcyB_C1_500C	7806 mcyB knockout	0	1	330	0	27125071.21
200902_deltamcyB_C1_750A	7806 mcyB knockout	0	1	330	0	31955632.3
200902_deltamcyB_C1_750B	7806 mcyB knockout	0	1	330	0	31883030.43
200902_deltamcyB_C1_750C	7806 mcyB knockout	0	1	330	0	31900408.7
200902_deltamcyB_C2_0A	7806 mcyB knockout	0	2	330	0	16463264.36
200902_deltamcyB_C2_0B	7806 mcyB knockout	0	2	330	0	16208462.54
200902_deltamcyB_C2_0C	7806 mcyB knockout	0	2	330	0	16277968
200902_deltamcyB_C2_500A	7806 mcyB knockout	0	2	330	0	23271938
200902_deltamcyB_C2_500B	7806 mcyB knockout	0	2	330	0	23162392.63
200902_deltamcyB_C2_500C	7806 mcyB knockout	0	2	330	0	23100236.54
200902_deltamcyB_C2_750A	7806 mcyB knockout	0	2	330	0	28068210.46
200902_deltamcyB_C2_750B	7806 mcyB knockout	0	2	330	0	27946017.99
200902_deltamcyB_C2_750C	7806 mcyB knockout	0	2	330	0	28097614.33
200902_deltamcyB_C3_0A	7806 mcyB knockout	0	3	330	0	16332889.63
200902_deltamcyB_C3_0B	7806 mcyB knockout	0	3	330	0	14885300.88
200902_deltamcyB_C3_0C	7806 mcyB knockout	0	3	330	0	16222093.73
200902_deltamcyB_C3_500A	7806 mcyB knockout	0	3	330	0	23574696.15
200902_deltamcyB_C3_500B	7806 mcyB knockout	0	3	330	0	23509121.74
200902_deltamcyB_C3_500C	7806 mcyB knockout	0	3	330	0	23319276.43
200902_deltamcyB_C3_750A	7806 mcyB knockout	0	3	330	0	22791325.32
200902_deltamcyB_C3_750B	7806 mcyB knockout	0	3	330	0	21896208.58
200902_deltamcyB_C3_750C	7806 mcyB knockout	0	3	330	0	21976648.18
200904_7005_C1_0A	7005	0	1	330	2	5236539.55
200904_7005_C1_0B	7005	0	1	330	2	5175914.917
200904_7005_C1_0C	7005	0	1	330	2	5121621.5
200904_7005_C1_500A	7005	0	1	330	2	14031733
200904_7005_C1_500B	7005	0	1	330	2	13877453.58
200904_7005_C1_500C	7005	0	1	330	2	13880713.17
200904_7005_C1_750A	7005	0	1	330	2	20027815.83
200904_7005_C1_750B	7005	0	1	330	2	19784022.88
200904_7005_C1_750C	7005	0	1	330	2	19778679.88
200904_7005_C2_0A	7005	0	2	330	2	3572480.45
200904_7005_C2_0B	7005	0	2	330	2	3585977.95
200904_7005_C2_0C	7005	0	2	330	2	3594908.725
200904_7005_C2_500A	7005	0	2	330	2	12120123.88
200904_7005_C2_500B	7005	0	2	330	2	11890339.83
200904_7005_C2_500C	7005	0	2	330	2	11337660.33
200904_7005_C2_750A	7005	0	2	330	2	18041517
200904_7005_C2_750B	7005	0	2	330	2	17846616.75
200904_7005_C2_750C	7005	0	2	330	2	17784281.17
200904_7005_C3_0A	7005	0	3	330	2	4222007.325
200904_7005_C3_0B	7005	0	3	330	2	4132017.792
200904_7005_C3_0C	7005	0	3	330	2	4147042.525
200904_7005_C3_500A	7005	0	3	330	2	12394277
200904_7005_C3_500B	7005	0	3	330	2	12415573.33
200904_7005_C3_500C	7005	0	3	330	2	12524207.5
200904_7005_C3_750A	7005	0	3	330	2	18626449.46
200904_7005_C3_750B	7005	0	3	330	2	17569307.04
200904_7005_C3_750C	7005	0	3	330	2	16512306.42
200904_7005_C3_750D	7005	0	3	330	2	17560106.54
200904_7005_P1_0A	7005	1	1	330	2	421795.4417
200904_7005_P1_0B	7005	1	1	330	2	403810.7
200904_7005_P1_0C	7005	1	1	330	2	403778.1833
200904_7005_P1_500A	7005	1	1	330	2	5502235.875
200904_7005_P1_500B	7005	1	1	330	2	5039862
200904_7005_P1_500C	7005	1	1	330	2	4655881.25
200904_7005_P2_0A	7005	1	2	330	2	1350114.575
200904_7005_P2_0B	7005	1	2	330	2	1346495.775
200904_7005_P2_0C	7005	1	2	330	2	1497502.375
200904_7005_P2_500A	7005	1	2	330	2	6815356.95
200904_7005_P2_500B	7005	1	2	330	2	6325855.575
200904_7005_P2_500C	7005	1	2	330	2	5925074.4
200904_7005_P3_0A	7005	1	3	330	2	1160916.85
200904_7005_P3_0B	7005	1	3	330	2	987613.9167
200904_7005_P3_0C	7005	1	3	330	2	947349.0167
200904_7005_P3_500A	7005	1	3	330	2	5635797.675
200904_7005_P3_500B	7005	1	3	330	2	5216239.425
200904_7005_P3_500C	7005	1	3	330	2	4840974.575
200904_7941_C1_0A	7941	0	1	330	2	3053980.525
200904_7941_C1_0B	7941	0	1	330	2	3007485.458
200904_7941_C1_0C	7941	0	1	330	2	3028431.708
200904_7941_C1_500A	7941	0	1	330	2	10297145.08
200904_7941_C1_500B	7941	0	1	330	2	10349456.71
200904_7941_C1_500C	7941	0	1	330	2	10285123.25
200904_7941_C1_750A	7941	0	1	330	2	15561029.17
200904_7941_C1_750B	7941	0	1	330	2	15455183.29
200904_7941_C1_750C	7941	0	1	330	2	15395108.08
200904_7941_C2_0A	7941	0	2	330	2	3591541.225
200904_7941_C2_0B	7941	0	2	330	2	3720175.425
200904_7941_C2_0C	7941	0	2	330	2	3792602.75
200904_7941_C2_500A	7941	0	2	330	2	11065884.42
200904_7941_C2_500B	7941	0	2	330	2	11156629.17
200904_7941_C2_500C	7941	0	2	330	2	11289088.63
200904_7941_C2_750A	7941	0	2	330	2	14934790.79
200904_7941_C2_750B	7941	0	2	330	2	15503148.92
200904_7941_C2_750C	7941	0	2	330	2	15227723.38
200904_7941_C3_0A	7941	0	3	330	2	4076795.833
200904_7941_C3_0B	7941	0	3	330	2	3988881.5
200904_7941_C3_0C	7941	0	3	330	2	4000074.375
200904_7941_C3_500A	7941	0	3	330	2	11817792.92
200904_7941_C3_500B	7941	0	3	330	2	11689111.92
200904_7941_C3_500C	7941	0	3	330	2	11682158.04
200904_7941_C3_750A	7941	0	3	330	2	17212036.13
200904_7941_C3_750B	7941	0	3	330	2	17133599.04
200904_7941_C3_750C	7941	0	3	330	2	17133762
200904_7941_P1_0A	7941	1	1	330	2	595350.8667
200904_7941_P1_0B	7941	1	1	330	2	531207.5667
200904_7941_P1_0C	7941	1	1	330	2	522336.95
200904_7941_P1_500A	7941	1	1	330	2	5384084.917
200904_7941_P1_500B	7941	1	1	330	2	4947275.042
200904_7941_P1_500C	7941	1	1	330	2	4606083.542
200904_7941_P2_0A	7941	1	2	330	2	411571.925
200904_7941_P2_0B	7941	1	2	330	2	397548.1083
200904_7941_P2_0C	7941	1	2	330	2	398879.8833
200904_7941_P2_500A	7941	1	2	330	2	4899703.417
200904_7941_P2_500B	7941	1	2	330	2	4494214.167
200904_7941_P2_500C	7941	1	2	330	2	4156918.25
200904_7941_P3_0A	7941	1	3	330	2	423548.2417
200904_7941_P3_0B	7941	1	3	330	2	408756.2417
200904_7941_P3_0C	7941	1	3	330	2	416984.525
200904_7941_P3_500A	7941	1	3	330	2	5074388.167
200904_7941_P3_500B	7941	1	3	330	2	4659537.667
200904_7941_P3_500C	7941	1	3	330	2	4291261.792
200904_843_C1_0A	843	0	1	330	2	4804252.7
200904_843_C1_0B	843	0	1	330	2	4770678.1
200904_843_C1_0C	843	0	1	330	2	4756548.5
200904_843_C1_500A	843	0	1	330	2	12508589.79
200904_843_C1_500B	843	0	1	330	2	12329196.5
200904_843_C1_500C	843	0	1	330	2	12288666.63
200904_843_C1_750A	843	0	1	330	2	17462548.33
200904_843_C1_750B	843	0	1	330	2	17213153.63
200904_843_C1_750C	843	0	1	330	2	17197140.83
200904_843_C2_0A	843	0	2	330	2	5515382.708
200904_843_C2_0B	843	0	2	330	2	5500129.125
200904_843_C2_0C	843	0	2	330	2	5504308.208
200904_843_C2_500A	843	0	2	330	2	12823698.83
200904_843_C2_500B	843	0	2	330	2	12768758.71
200904_843_C2_500C	843	0	2	330	2	12758832.42
200904_843_C2_750A	843	0	2	330	2	18062873.71
200904_843_C2_750B	843	0	2	330	2	17983820.38
200904_843_C2_750C	843	0	2	330	2	17904318.46
200904_843_C3_0A	843	0	3	330	2	5268069.917
200904_843_C3_0B	843	0	3	330	2	5169331.042
200904_843_C3_0C	843	0	3	330	2	5161843.625
200904_843_C3_500A	843	0	3	330	2	12562270.5
200904_843_C3_500B	843	0	3	330	2	12434213.29
200904_843_C3_500C	843	0	3	330	2	12465917.96
200904_843_C3_750A	843	0	3	330	2	17627414.33
200904_843_C3_750B	843	0	3	330	2	17644701.46
200904_843_C3_750C	843	0	3	330	2	17400335.75
200904_843_P1_0A	843	1	1	330	2	431266.675
200904_843_P1_0B	843	1	1	330	2	393193.1333
200904_843_P1_0C	843	1	1	330	2	387478.425
200904_843_P1_500A	843	1	1	330	2	4505699.708
200904_843_P1_500B	843	1	1	330	2	3908192.458
200904_843_P2_0A	843	1	2	330	2	387007.9417
200904_843_P2_0B	843	1	2	330	2	375345.0417
200904_843_P2_0C	843	1	2	330	2	381774.1583
200904_843_P2_500A	843	1	2	330	2	4478407.917
200904_843_P2_500B	843	1	2	330	2	4054189.325
200904_843_P2_500C	843	1	2	330	2	3900155.25
200904_843_P3_0A	843	1	3	330	2	411148.1583
200904_843_P3_0B	843	1	3	330	2	390405.1667
200904_843_P3_0C	843	1	3	330	2	397468.1083
200904_843_P3_500A	843	1	3	330	2	5211845.25
200904_843_P3_500B	843	1	3	330	2	4798287.083
200904_843_P3_500C	843	1	3	330	2	4417398.958
200904_9701_C1_0A	9701	0	1	330	2	5218302.667
200904_9701_C1_0B	9701	0	1	330	2	5332083.75
200904_9701_C1_0C	9701	0	1	330	2	5374717.667
200904_9701_C1_500A	9701	0	1	330	2	13961275.42
200904_9701_C1_500B	9701	0	1	330	2	13906418.5
200904_9701_C1_500C	9701	0	1	330	2	13893504.71
200904_9701_C1_750A	9701	0	1	330	2	19496078.63
200904_9701_C1_750B	9701	0	1	330	2	19337881.25
200904_9701_C1_750C	9701	0	1	330	2	19549659.04
200904_9701_C2_0A	9701	0	2	330	2	5145953.625
200904_9701_C2_0B	9701	0	2	330	2	5293510.467
200904_9701_C2_0C	9701	0	2	330	2	5207712.5
200904_9701_C2_500A	9701	0	2	330	2	13843719.13
200904_9701_C2_500B	9701	0	2	330	2	14026890.79
200904_9701_C2_500C	9701	0	2	330	2	13916636.13
200904_9701_C2_750A	9701	0	2	330	2	20296359.46
200904_9701_C2_750B	9701	0	2	330	2	19990212.46
200904_9701_C2_750C	9701	0	2	330	2	20124851.5
200904_9701_C3_0A	9701	0	3	330	2	6008618.833
200904_9701_C3_0B	9701	0	3	330	2	5825085.917
200904_9701_C3_0C	9701	0	3	330	2	5864758.333
200904_9701_C3_500A	9701	0	3	330	2	14924674.75
200904_9701_C3_500B	9701	0	3	330	2	14743143.96
200904_9701_C3_500C	9701	0	3	330	2	14800714.04
200904_9701_C3_750A	9701	0	3	330	2	20934832.54
200904_9701_C3_750B	9701	0	3	330	2	21069183.63
200904_9701_C3_750C	9701	0	3	330	2	20837733.96
200904_9701_P1_0A	9701	1	1	330	2	490303.8833
200904_9701_P1_0B	9701	1	1	330	2	478953.6583
200904_9701_P1_0C	9701	1	1	330	2	473031.7333
200904_9701_P1_500A	9701	1	1	330	2	7823158.958
200904_9701_P1_500B	9701	1	1	330	2	7255585.375
200904_9701_P1_500C	9701	1	1	330	2	6657454.375
200904_9701_P2_0A	9701	1	2	330	2	516069.5417
200904_9701_P2_0B	9701	1	2	330	2	481937.2
200904_9701_P2_0C	9701	1	2	330	2	477513.0333
200904_9701_P2_500A	9701	1	2	330	2	6305490.958
200904_9701_P2_500B	9701	1	2	330	2	5796586
200904_9701_P2_500C	9701	1	2	330	2	5344370.458
200904_9701_P3_0A	9701	1	3	330	2	496921.075
200904_9701_P3_0B	9701	1	3	330	2	476215.9583
200904_9701_P3_0C	9701	1	3	330	2	466036.6167
200904_9701_P3_500A	9701	1	3	330	2	6294959.75
200904_9701_P3_500B	9701	1	3	330	2	5808496.667
200904_9701_P3_500C	9701	1	3	330	2	5346502.75
200904_deltamcyB_C1_0A	7806 mcyB knockout	0	1	330	2	4134802.775
200904_deltamcyB_C1_0B	7806 mcyB knockout	0	1	330	2	7149361.292
200904_deltamcyB_C1_0C	7806 mcyB knockout	0	1	330	2	7233688.458
200904_deltamcyB_C1_0D	7806 mcyB knockout	0	1	330	2	7289481.75
200904_deltamcyB_C1_500A	7806 mcyB knockout	0	1	330	2	15330612.21
200904_deltamcyB_C1_500B	7806 mcyB knockout	0	1	330	2	15198355.71
200904_deltamcyB_C1_500C	7806 mcyB knockout	0	1	330	2	15249139.71
200904_deltamcyB_C1_750A	7806 mcyB knockout	0	1	330	2	21224351.33
200904_deltamcyB_C1_750B	7806 mcyB knockout	0	1	330	2	21111067.04
200904_deltamcyB_C1_750C	7806 mcyB knockout	0	1	330	2	21044781.25
200904_deltamcyB_C2_0A	7806 mcyB knockout	0	2	330	2	5921085.325
200904_deltamcyB_C2_0B	7806 mcyB knockout	0	2	330	2	5781969.325
200904_deltamcyB_C2_0C	7806 mcyB knockout	0	2	330	2	5756014.958
200904_deltamcyB_C2_500A	7806 mcyB knockout	0	2	330	2	14302763.38
200904_deltamcyB_C2_500B	7806 mcyB knockout	0	2	330	2	16316797.62
200904_deltamcyB_C2_500C	7806 mcyB knockout	0	2	330	2	14991721.58
200904_deltamcyB_C2_500D	7806 mcyB knockout	0	2	330	2	15280777.17
200904_deltamcyB_C2_750A	7806 mcyB knockout	0	2	330	2	20144516.69
200904_deltamcyB_C2_750B	7806 mcyB knockout	0	2	330	2	19592817.08
200904_deltamcyB_C2_750C	7806 mcyB knockout	0	2	330	2	19498497.75
200904_deltamcyB_C3_0A	7806 mcyB knockout	0	3	330	2	6849888.083
200904_deltamcyB_C3_0B	7806 mcyB knockout	0	3	330	2	6542474.958
200904_deltamcyB_C3_0C	7806 mcyB knockout	0	3	330	2	6734120.292
200904_deltamcyB_C3_500A	7806 mcyB knockout	0	3	330	2	14743713.46
200904_deltamcyB_C3_500B	7806 mcyB knockout	0	3	330	2	14465646
200904_deltamcyB_C3_500C	7806 mcyB knockout	0	3	330	2	14643697.54
200904_deltamcyB_C3_750A	7806 mcyB knockout	0	3	330	2	20231178.79
200904_deltamcyB_C3_750B	7806 mcyB knockout	0	3	330	2	19646624.17
200904_deltamcyB_C3_750C	7806 mcyB knockout	0	3	330	2	19947676.29
200904_deltamcyB_P1_0A	7806 mcyB knockout	1	1	330	2	636816.75
200904_deltamcyB_P1_0B	7806 mcyB knockout	1	1	330	2	597103.7917
200904_deltamcyB_P1_0C	7806 mcyB knockout	1	1	330	2	594619.05
200904_deltamcyB_P1_500A	7806 mcyB knockout	1	1	330	2	6034890.1
200904_deltamcyB_P1_500B	7806 mcyB knockout	1	1	330	2	5500629.25
200904_deltamcyB_P1_500C	7806 mcyB knockout	1	1	330	2	5103123.8
200904_deltamcyB_P2_0A	7806 mcyB knockout	1	2	330	2	520328.9083
200904_deltamcyB_P2_0B	7806 mcyB knockout	1	2	330	2	509608.2833
200904_deltamcyB_P2_0C	7806 mcyB knockout	1	2	330	2	507093.5083
200904_deltamcyB_P2_500A	7806 mcyB knockout	1	2	330	2	5522304.292
200904_deltamcyB_P2_500B	7806 mcyB knockout	1	2	330	2	5075479.083
200904_deltamcyB_P2_500C	7806 mcyB knockout	1	2	330	2	4653998.042
200904_deltamcyB_P3_0A	7806 mcyB knockout	1	3	330	2	531549.1583
200904_deltamcyB_P3_0B	7806 mcyB knockout	1	3	330	2	497361.6083
200904_deltamcyB_P3_0C	7806 mcyB knockout	1	3	330	2	503405.675
200904_deltamcyB_P3_500A	7806 mcyB knockout	1	3	330	2	5018168.375
200904_deltamcyB_P3_500B	7806 mcyB knockout	1	3	330	2	4624558
200904_deltamcyB_P3_500C	7806 mcyB knockout	1	3	330	2	4271577.958
200906_7005_C1_0A	7005	0	1	330	4	3702375.667
200906_7005_C1_0B	7005	0	1	330	4	3500831.525
200906_7005_C1_0C	7005	0	1	330	4	3474399.9
200906_7005_C1_500A	7005	0	1	330	4	12568790.67
200906_7005_C1_500B	7005	0	1	330	4	12419088.83
200906_7005_C1_500C	7005	0	1	330	4	12300888.42
200906_7005_C1_750A	7005	0	1	330	4	15466262.92
200906_7005_C1_750B	7005	0	1	330	4	15354315.67
200906_7005_C1_750C	7005	0	1	330	4	15284651.04
200906_7005_C2_0A	7005	0	2	330	4	2653604.875
200906_7005_C2_0B	7005	0	2	330	4	2581198.675
200906_7005_C2_0C	7005	0	2	330	4	2587307.5
200906_7005_C2_500A	7005	0	2	330	4	11419622.54
200906_7005_C2_500B	7005	0	2	330	4	11326188.13
200906_7005_C2_500C	7005	0	2	330	4	11313217.75
200906_7005_C2_750A	7005	0	2	330	4	14345513.96
200906_7005_C2_750B	7005	0	2	330	4	14204332.79
200906_7005_C2_750C	7005	0	2	330	4	14182611.67
200906_7005_C3_0A	7005	0	3	330	4	2070184.05
200906_7005_C3_0B	7005	0	3	330	4	1994868.15
200906_7005_C3_0C	7005	0	3	330	4	2013787.05
200906_7005_C3_500A	7005	0	3	330	4	10491800.88
200906_7005_C3_500B	7005	0	3	330	4	10487366.79
200906_7005_C3_500C	7005	0	3	330	4	10389611.21
200906_7005_C3_750A	7005	0	3	330	4	13954382.58
200906_7005_C3_750B	7005	0	3	330	4	13746884.46
200906_7005_C3_750C	7005	0	3	330	4	13648798.63
200906_7005_P1_0A	7005	1	1	330	4	496327.2833
200906_7005_P1_0B	7005	1	1	330	4	445726.3333
200906_7005_P1_0C	7005	1	1	330	4	440853.2083
200906_7005_P1_500A	7005	1	1	330	4	5671983.75
200906_7005_P1_500B	7005	1	1	330	4	5221862
200906_7005_P1_500C	7005	1	1	330	4	4885693.583
200906_7005_P2_0A	7005	1	2	330	4	429397.6583
200906_7005_P2_0B	7005	1	2	330	4	413257.775
200906_7005_P2_0C	7005	1	2	330	4	422162.2583
200906_7005_P2_500A	7005	1	2	330	4	5663296.083
200906_7005_P2_500B	7005	1	2	330	4	5193728.5
200906_7005_P2_500C	7005	1	2	330	4	4796675.458
200906_7005_P3_0A	7005	1	3	330	4	390875.4583
200906_7005_P3_0B	7005	1	3	330	4	396414.1083
200906_7005_P3_0C	7005	1	3	330	4	388086.8167
200906_7005_P3_500A	7005	1	3	330	4	6087114.708
200906_7005_P3_500B	7005	1	3	330	4	5621249.333
200906_7005_P3_500C	7005	1	3	330	4	5112293.458
200906_7941_C1_0A	7941	0	1	330	4	2001172.6
200906_7941_C1_0B	7941	0	1	330	4	2003668.325
200906_7941_C1_0C	7941	0	1	330	4	1992628.875
200906_7941_C1_500A	7941	0	1	330	4	10263568.42
200906_7941_C1_500B	7941	0	1	330	4	10187981.29
200906_7941_C1_500C	7941	0	1	330	4	10175162.33
200906_7941_C1_750A	7941	0	1	330	4	12994852
200906_7941_C1_750B	7941	0	1	330	4	12910933.46
200906_7941_C1_750C	7941	0	1	330	4	12877695.58
200906_7941_C2_0A	7941	0	2	330	4	1626506.05
200906_7941_C2_0B	7941	0	2	330	4	1547123.1
200906_7941_C2_0C	7941	0	2	330	4	1571183.475
200906_7941_C2_500A	7941	0	2	330	4	9699967.75
200906_7941_C2_500B	7941	0	2	330	4	9659141.417
200906_7941_C2_500C	7941	0	2	330	4	9627117.917
200906_7941_C2_750A	7941	0	2	330	4	12549129.33
200906_7941_C2_750B	7941	0	2	330	4	12388769.92
200906_7941_C2_750C	7941	0	2	330	4	12375054.96
200906_7941_C3_0A	7941	0	3	330	4	1752326.65
200906_7941_C3_0B	7941	0	3	330	4	1678610.025
200906_7941_C3_0C	7941	0	3	330	4	1680727.275
200906_7941_C3_500A	7941	0	3	330	4	9861576.083
200906_7941_C3_500B	7941	0	3	330	4	9833183
200906_7941_C3_500C	7941	0	3	330	4	6315967.267
200906_7941_C3_500D	7941	0	3	330	4	9830691.333
200906_7941_C3_750A	7941	0	3	330	4	12835842.79
200906_7941_C3_750B	7941	0	3	330	4	12732377.88
200906_7941_C3_750C	7941	0	3	330	4	12809613.13
200906_7941_P1_0A	7941	1	1	330	4	459074.575
200906_7941_P1_0B	7941	1	1	330	4	376718.7583
200906_7941_P1_0C	7941	1	1	330	4	380957.1333
200906_7941_P1_500A	7941	1	1	330	4	4105943.375
200906_7941_P1_500B	7941	1	1	330	4	3777033.75
200906_7941_P1_500C	7941	1	1	330	4	3470390.675
200906_7941_P2_0A	7941	1	2	330	4	364088.0917
200906_7941_P2_0B	7941	1	2	330	4	355047.375
200906_7941_P2_0C	7941	1	2	330	4	364146.55
200906_7941_P2_500A	7941	1	2	330	4	4974365.417
200906_7941_P2_500B	7941	1	2	330	4	4573670.333
200906_7941_P2_500C	7941	1	2	330	4	4200552.542
200906_7941_P3_0A	7941	1	3	330	4	385311.7583
200906_7941_P3_0B	7941	1	3	330	4	366599.7
200906_7941_P3_0C	7941	1	3	330	4	375160.4667
200906_7941_P3_500A	7941	1	3	330	4	5066741.375
200906_7941_P3_500B	7941	1	3	330	4	4637186.875
200906_7941_P3_500C	7941	1	3	330	4	4267060.083
200906_9701_C1_0A	9701	0	1	330	4	2132646.125
200906_9701_C1_0B	9701	0	1	330	4	2146543.925
200906_9701_C1_0C	9701	0	1	330	4	2285325.875
200906_9701_C1_500A	9701	0	1	330	4	10762997
200906_9701_C1_500B	9701	0	1	330	4	10774672.46
200906_9701_C1_500C	9701	0	1	330	4	10695259.38
200906_9701_C1_750A	9701	0	1	330	4	13491484.58
200906_9701_C1_750B	9701	0	1	330	4	13296586.08
200906_9701_C1_750C	9701	0	1	330	4	13325741.46
200906_9701_C2_0A	9701	0	2	330	4	2746539.917
200906_9701_C2_0B	9701	0	2	330	4	2701021.45
200906_9701_C2_0C	9701	0	2	330	4	2712839.042
200906_9701_C2_500A	9701	0	2	330	4	11247872
200906_9701_C2_500B	9701	0	2	330	4	11287635.67
200906_9701_C2_500C	9701	0	2	330	4	11215099.71
200906_9701_C2_750A	9701	0	2	330	4	13746711.54
200906_9701_C2_750B	9701	0	2	330	4	13708793.42
200906_9701_C2_750C	9701	0	2	330	4	13650444.33
200906_9701_C3_0A	9701	0	3	330	4	2826951.792
200906_9701_C3_0B	9701	0	3	330	4	2760123.95
200906_9701_C3_0C	9701	0	3	330	4	2766781.458
200906_9701_C3_500A	9701	0	3	330	4	10902839
200906_9701_C3_500B	9701	0	3	330	4	10930657.67
200906_9701_C3_500C	9701	0	3	330	4	10911934.58
200906_9701_C3_750A	9701	0	3	330	4	13743090.54
200906_9701_C3_750B	9701	0	3	330	4	13794260.79
200906_9701_C3_750C	9701	0	3	330	4	14316594.71
200906_9701_P1_0A	9701	1	1	330	4	503721.7667
200906_9701_P1_0B	9701	1	1	330	4	499991.7417
200906_9701_P1_0C	9701	1	1	330	4	498646.575
200906_9701_P1_500A	9701	1	1	330	4	13124630.42
200906_9701_P1_500B	9701	1	1	330	4	11952366.67
200906_9701_P1_500C	9701	1	1	330	4	10840660.04
200906_9701_P2_0A	9701	1	2	330	4	528923.0417
200906_9701_P2_0B	9701	1	2	330	4	493436.675
200906_9701_P2_0C	9701	1	2	330	4	483438.7667
200906_9701_P2_500A	9701	1	2	330	4	5741338.125
200906_9701_P2_500B	9701	1	2	330	4	5755432.725
200906_9701_P2_500C	9701	1	2	330	4	5235570.708
200906_9701_P3_0A	9701	1	3	330	4	454193.0917
200906_9701_P3_0B	9701	1	3	330	4	432669.55
200906_9701_P3_0C	9701	1	3	330	4	439561.15
200906_9701_P3_500A	9701	1	3	330	4	5882795.083
200906_9701_P3_500B	9701	1	3	330	4	5092330.292
200906_9701_P3_500C	9701	1	3	330	4	4720378.75
200906_NIES843_C1_0A	843	0	1	330	4	3249633.475
200906_NIES843_C1_0B	843	0	1	330	4	3219752.625
200906_NIES843_C1_0C	843	0	1	330	4	3234329.2
200906_NIES843_C1_500A	843	0	1	330	4	12482644.92
200906_NIES843_C1_500B	843	0	1	330	4	12107698.29
200906_NIES843_C1_500C	843	0	1	330	4	12029448.13
200906_NIES843_C1_750A	843	0	1	330	4	14795348.71
200906_NIES843_C1_750B	843	0	1	330	4	14651584.71
200906_NIES843_C1_750C	843	0	1	330	4	14656774.92
200906_NIES843_C2_0A	843	0	2	330	4	2384146.625
200906_NIES843_C2_0B	843	0	2	330	4	2305267.225
200906_NIES843_C2_0C	843	0	2	330	4	2229868.6
200906_NIES843_C2_500A	843	0	2	330	4	10813434.63
200906_NIES843_C2_500B	843	0	2	330	4	10768913.58
200906_NIES843_C2_500C	843	0	2	330	4	10813766.75
200906_NIES843_C2_750A	843	0	2	330	4	14028168.42
200906_NIES843_C2_750B	843	0	2	330	4	13909660.96
200906_NIES843_C2_750C	843	0	2	330	4	14088419.29
200906_NIES843_C3_0A	843	0	3	330	4	2605153.05
200906_NIES843_C3_0B	843	0	3	330	4	2573385.5
200906_NIES843_C3_0C	843	0	3	330	4	2600573.125
200906_NIES843_C3_500A	843	0	3	330	4	11442566.42
200906_NIES843_C3_500B	843	0	3	330	4	11466516.13
200906_NIES843_C3_500C	843	0	3	330	4	11441244.13
200906_NIES843_C3_750A	843	0	3	330	4	14545139.17
200906_NIES843_C3_750B	843	0	3	330	4	14597107.63
200906_NIES843_C3_750C	843	0	3	330	4	14606419.96
200906_NIES843_P1_0A	843	1	1	330	4	473757.5417
200906_NIES843_P1_0B	843	1	1	330	4	429158.95
200906_NIES843_P1_0C	843	1	1	330	4	427817.0667
200906_NIES843_P1_500A	843	1	1	330	4	5295514.333
200906_NIES843_P1_500B	843	1	1	330	4	4865467.458
200906_NIES843_P1_500C	843	1	1	330	4	4489334.542
200906_NIES843_P2_0A	843	1	2	330	4	393991.9917
200906_NIES843_P2_0B	843	1	2	330	4	387928.6417
200906_NIES843_P2_0C	843	1	2	330	4	389652.975
200906_NIES843_P2_500A	843	1	2	330	4	5679576.25
200906_NIES843_P2_500B	843	1	2	330	4	5209720.25
